GRPO Finetuning Log - Started at 2026-02-19 15:34:01
Arguments: Namespace(min_lights=8, max_lights=8, simple_layout=True, max_n_peaks=3, max_hue_similarity=3, d_model=64, nhead=4, num_layers=3, pretrained_path='airl_grpo_latest.pth', iterations=500, num_prompts=32, group_size=8, policy_updates=10, batch_size=64, lr=0.0001, clip_epsilon=0.2, entropy_coef=0.01, max_grad_norm=1.0, seed=42, no_cuda=False, use_bc_loss=True, bc_coef=0.1, expert_trajs_per_iter=20, use_her=True, her_in_bc=True, her_ratio=0.2, lr_scheduler='step', lr_step_size=50, lr_gamma=0.5, lr_min=5e-06, best_save_path='grpo_best.pth', latest_save_path='grpo_latest.pth', log_file='grpo_log.txt')
Iter	Policy Loss	Avg Reward	Avg Eval Reward	Avg Hue L1	Avg Value L1
423	0.050759	-0.465970	0.180303	0.002953	0.009132
424	0.156843	-0.634029	3.177696	0.003512	0.010968
425	0.061215	-0.658251	-2.712395	0.003507	0.009392
426	0.106870	-0.476781	4.027817	0.002964	0.014213
427	-0.007607	-0.608755	3.614731	0.002703	0.011147
428	-0.086660	-0.432637	-1.489825	0.003254	0.010363
429	0.211126	-0.596364	-4.827357	0.003132	0.011518
430	0.264351	-0.412764	5.265634	0.004186	0.011501
431	0.119956	-0.434579	-1.255855	0.003836	0.010161
432	-0.034718	-0.788274	3.706630	0.003220	0.011826
433	0.197930	-0.673683	-5.102861	0.003049	0.010939
434	0.041915	-0.580860	4.143941	0.002687	0.010217
435	0.175046	-0.507217	1.976325	0.003217	0.009934
436	0.045902	-0.321367	2.458686	0.003217	0.009001
437	0.087603	-0.523228	9.861086	0.003719	0.012469
438	0.058512	-0.532333	3.064761	0.003555	0.011802
439	0.063356	-0.368239	8.474053	0.003115	0.008028
440	-0.000203	-0.813626	2.645031	0.003194	0.010145
441	0.053045	-0.674893	2.591114	0.002966	0.010168
442	0.063812	-0.465137	-1.776612	0.003909	0.009602
443	-0.035497	-0.617917	6.219817	0.003490	0.011560
444	0.426220	-0.485484	-0.131753	0.003310	0.007246
445	0.167993	-0.466977	6.240118	0.003385	0.009920
446	-0.023315	-0.649422	3.136484	0.003120	0.010440
447	0.185122	-0.533610	1.594862	0.003174	0.011034
448	-0.069442	-0.396297	2.707091	0.002922	0.014253
449	0.216637	-0.502197	6.330338	0.004041	0.011552
450	0.046984	-0.699362	-0.800858	0.003388	0.010043
451	0.200460	-0.594567	3.986028	0.003626	0.011733
452	-0.108236	-0.457741	4.183194	0.003433	0.013746
453	0.126957	-0.358698	4.221052	0.002758	0.010930
454	0.084516	-0.633560	3.428586	0.003102	0.012601
455	0.154482	-0.617253	5.758853	0.003190	0.008727
456	0.245819	-0.538529	6.226467	0.003516	0.010358
457	0.137749	-0.424475	5.916418	0.003250	0.008980
458	-0.021895	-0.480647	7.637175	0.003173	0.010367
459	-0.045076	-0.607184	0.802621	0.003656	0.011341
460	0.209898	-0.486326	3.450187	0.003312	0.009403
461	0.096524	-0.405656	1.029364	0.003671	0.011875
462	0.072927	-0.322041	1.725985	0.003590	0.010139
463	0.046776	-0.729651	-0.099505	0.002928	0.011667
464	0.092369	-0.533537	2.780036	0.003153	0.009986
465	0.026218	-0.538792	0.672913	0.003424	0.011689
466	0.232557	-0.650575	2.578595	0.003143	0.008766
467	0.125911	-0.769179	3.756475	0.003284	0.010799
468	0.284210	-0.628244	-1.190485	0.002830	0.009918
469	0.100225	-0.670140	6.449575	0.003243	0.012195
470	0.055047	-0.515931	2.028490	0.003553	0.012999
471	0.132246	-0.615937	4.734466	0.003082	0.010681
472	0.169162	-0.759999	3.534784	0.003421	0.012360
473	0.083747	-0.452639	1.349342	0.002826	0.010876
474	0.159800	-0.527805	6.058496	0.003010	0.012369
475	-0.111493	-0.517321	6.027474	0.003147	0.011453
476	0.120366	-0.520775	4.264988	0.002678	0.009807
477	0.079561	-0.397195	2.103000	0.003291	0.012030
478	-0.002206	-0.637460	3.350366	0.003748	0.010110
479	0.277001	-0.546563	2.027466	0.003631	0.012422
480	0.093308	-0.651178	2.816400	0.002556	0.013195
481	-0.008331	-0.546987	6.500504	0.003514	0.009979
482	0.166747	-0.380835	3.384898	0.003662	0.010342
483	0.003513	-0.846561	2.638570	0.003513	0.013027
484	0.124139	-0.636780	4.373038	0.003092	0.010694
485	0.064193	-0.683149	4.298110	0.003012	0.011513
486	0.204173	-0.555239	2.172116	0.003733	0.012820
487	-0.002333	-0.544040	2.841252	0.003216	0.011764
488	0.315266	-0.458480	1.313352	0.003660	0.009449
489	0.027728	-0.539832	7.973687	0.002964	0.011721
490	0.127661	-0.448112	3.797992	0.003061	0.011716
491	0.181711	-0.419288	1.015905	0.003629	0.011375
492	0.043687	-0.482971	4.064649	0.003899	0.011269
493	0.164157	-0.627125	-0.687327	0.003416	0.010967
494	0.269884	-0.672684	1.779785	0.003405	0.011152
495	-0.122657	-0.504638	3.546819	0.003372	0.007126
496	0.165964	-0.706062	-1.535289	0.003551	0.011716
497	0.227887	-0.658307	4.280445	0.003919	0.012052
498	0.132891	-0.565655	6.115817	0.003736	0.009721
499	0.008929	-0.750331	5.395857	0.003296	0.010555
500	0.114987	-0.420014	-0.293235	0.003539	0.009574
Training finished at 2026-02-20 02:49:38
