PPO Finetuning Log - Started at 2026-02-19 00:04:46
Arguments: Namespace(min_lights=8, max_lights=8, simple_layout=True, max_n_peaks=3, max_hue_similarity=3, d_model=64, nhead=4, num_layers=3, pretrained_path='airl_latest.pth', iterations=500, policy_steps_per_iter=1500, policy_updates=10, batch_size=64, lr=0.0001, clip_epsilon=0.2, value_coef=0.5, entropy_coef=0.01, max_grad_norm=1.0, seed=42, no_cuda=False, use_bc_loss=True, bc_coef=0.1, expert_trajs_per_iter=20, use_her=True, her_in_bc=True, her_ratio=0.2, lr_scheduler='step', lr_step_size=50, lr_gamma=0.5, lr_min=5e-06, best_save_path='ppo_best.pth', latest_save_path='ppo_latest.pth', log_file='ppo_log.txt')
Iter	Policy Loss	Avg Reward	Avg Eval Reward	Avg Hue L1	Avg Value L1
23	0.718317	0.071594	1.442485	0.002704	0.013755
24	0.475062	0.094043	-0.248822	0.003582	0.012388
25	0.836231	0.058123	1.610281	0.003653	0.017409
26	0.591941	0.111526	2.598713	0.003542	0.013679
27	0.397495	0.185973	3.473993	0.003662	0.011863
28	0.450769	0.154429	0.056220	0.003008	0.013229
29	0.804088	0.113263	2.551077	0.002646	0.016390
30	0.806084	0.087506	2.030580	0.003130	0.014400
31	0.726685	0.128880	3.179505	0.002966	0.013424
32	0.579164	0.161216	1.041969	0.003175	0.014958
33	0.683118	0.180102	2.500908	0.002773	0.014320
34	0.794863	0.230055	2.706486	0.003152	0.009749
35	0.684738	0.258942	3.330956	0.004005	0.015147
36	0.749900	0.289390	3.716597	0.003625	0.014881
37	1.240562	0.225704	4.553265	0.003276	0.014894
38	1.163774	0.218512	6.395725	0.003437	0.010410
39	1.140251	0.196122	4.122389	0.002940	0.012069
40	1.350332	0.196788	1.442331	0.002123	0.014562
41	1.105827	0.184379	4.952184	0.003560	0.013452
42	1.161149	0.201247	1.629286	0.003354	0.015595
43	0.940018	0.188062	3.178947	0.003597	0.012940
44	1.095342	0.203130	2.644611	0.003461	0.011777
45	0.604333	0.231538	1.363057	0.003340	0.015871
46	0.508763	0.242671	2.349408	0.003521	0.015175
47	0.958867	0.212822	2.108782	0.002728	0.015211
48	0.965835	0.224777	4.166796	0.003954	0.013783
49	1.018986	0.282658	2.539782	0.003564	0.012879
50	1.157546	0.213102	3.335748	0.002334	0.012087
51	1.007995	0.205401	4.554279	0.003487	0.014812
52	1.097107	0.236461	1.517055	0.003355	0.015271
53	1.088119	0.212269	5.551530	0.002597	0.015002
54	1.391266	0.211583	2.671091	0.003225	0.014604
55	1.279989	0.203093	1.064138	0.002953	0.017397
56	1.178803	0.199960	1.822382	0.002790	0.013602
57	1.181180	0.203810	2.285129	0.002680	0.015860
58	1.016687	0.187142	0.769228	0.003336	0.016073
59	0.815443	0.193805	3.392003	0.003591	0.016798
60	0.894088	0.205410	2.609114	0.003121	0.011315
61	1.186914	0.145119	1.260814	0.003776	0.013961
62	1.189589	0.186300	1.788625	0.003353	0.017606
63	1.158062	0.176047	0.860243	0.002979	0.016001
64	0.939260	0.178858	1.351010	0.002751	0.011507
65	1.178487	0.190561	0.565137	0.002718	0.009992
66	0.755647	0.222752	0.609228	0.003426	0.014144
67	0.917564	0.216493	5.986691	0.003441	0.008588
68	0.857807	0.195344	0.479069	0.002808	0.014900
69	0.951692	0.226524	2.186991	0.003199	0.013865
70	0.986351	0.163368	3.870134	0.002801	0.013198
71	1.235993	0.204503	3.070332	0.002924	0.018616
72	1.153526	0.167219	2.939531	0.003473	0.014946
73	0.772181	0.226832	2.565221	0.002648	0.014564
74	1.039266	0.150577	0.326079	0.002797	0.016558
75	0.633761	0.219549	0.807204	0.003096	0.014986
76	0.761346	0.215711	2.271104	0.002598	0.015685
77	0.759937	0.217928	1.539453	0.002879	0.015612
78	0.986030	0.254568	1.414606	0.002908	0.012613
79	0.796389	0.237354	1.135267	0.002271	0.014196
80	0.984664	0.272788	1.205441	0.003248	0.014576
81	0.747243	0.256269	3.535035	0.002859	0.016157
82	1.051064	0.268715	3.198787	0.003105	0.013337
83	1.389255	0.228952	2.057307	0.003360	0.016363
84	0.828634	0.226972	2.398109	0.003387	0.012782
85	1.308047	0.202550	1.452550	0.003461	0.014833
86	1.143919	0.242968	1.983026	0.002859	0.014910
87	1.248556	0.241841	1.588232	0.002983	0.017187
88	1.089736	0.221883	2.563772	0.003087	0.014077
89	1.371517	0.259565	1.746410	0.002935	0.016377
90	1.054304	0.245996	0.909724	0.002715	0.018191
91	1.181568	0.224394	2.425284	0.002300	0.015745
92	0.850363	0.197436	3.710772	0.003582	0.014969
93	0.943438	0.261822	2.518135	0.002600	0.017698
94	0.880698	0.244818	4.770442	0.002524	0.018207
95	0.746786	0.280185	0.840551	0.002897	0.015685
96	0.902909	0.271779	1.983310	0.003401	0.017346
97	1.138411	0.223247	2.051312	0.002771	0.016911
98	1.076982	0.250733	5.343677	0.002707	0.016336
99	1.335420	0.235060	2.916408	0.002790	0.016232
100	0.952133	0.272173	4.152254	0.002972	0.013562
101	1.248216	0.278566	2.601602	0.002842	0.013845
102	1.183704	0.262479	3.596436	0.003014	0.013549
103	1.241312	0.284991	2.751380	0.003164	0.015232
104	1.360302	0.231837	1.287209	0.002652	0.018748
105	0.868512	0.238819	2.571428	0.002691	0.016112
106	1.158152	0.272280	3.212139	0.002348	0.014844
107	1.094856	0.250668	3.673458	0.003124	0.013008
108	1.405009	0.311032	1.736745	0.002667	0.015701
109	1.466029	0.258596	2.454967	0.002295	0.017066
110	1.239527	0.293690	2.739915	0.003377	0.015040
111	1.158924	0.276695	0.794721	0.002817	0.014055
112	1.336823	0.318097	3.262035	0.003266	0.016287
113	1.411048	0.269585	2.018523	0.002576	0.015203
114	1.324599	0.245366	3.315400	0.003264	0.013862
115	0.997501	0.308706	3.080593	0.003062	0.015361
116	1.214086	0.281271	4.226766	0.002607	0.015620
117	0.930154	0.307952	0.922833	0.003182	0.014895
118	0.931155	0.308518	0.917957	0.002536	0.017701
119	1.229682	0.271638	3.440894	0.002854	0.017775
120	0.941932	0.323339	1.798787	0.002218	0.015530
121	1.410047	0.253812	1.361828	0.002608	0.018508
122	1.086814	0.289972	4.450594	0.003151	0.014961
123	1.078178	0.285439	4.784374	0.002828	0.016289
124	1.391374	0.310038	2.544466	0.002838	0.015914
125	0.955372	0.314445	1.960237	0.002161	0.015339
126	1.509683	0.271099	2.150472	0.002403	0.018205
127	1.160966	0.287284	1.073158	0.002693	0.016262
128	1.476633	0.271702	4.220902	0.002914	0.013608
129	1.034446	0.323588	2.985059	0.002687	0.014805
130	1.295606	0.302688	5.594890	0.003492	0.015788
131	1.260256	0.307227	1.742994	0.002680	0.019359
132	1.369008	0.264885	2.173080	0.003162	0.014430
133	1.517891	0.290950	3.455316	0.003148	0.014408
134	1.142256	0.299535	1.055051	0.002792	0.011697
135	1.110905	0.297887	2.623672	0.003590	0.014314
136	1.071589	0.321559	3.541658	0.003354	0.015047
137	1.325887	0.307754	3.550424	0.003032	0.014056
138	1.113616	0.289510	3.723296	0.003139	0.016562
139	1.333926	0.349717	3.979839	0.002641	0.015997
140	1.306650	0.287735	1.552696	0.002911	0.014616
141	1.164962	0.346934	1.655377	0.003101	0.015563
142	1.235425	0.345495	2.801154	0.002410	0.015897
143	1.244824	0.317438	6.897898	0.002891	0.016474
144	1.242663	0.309092	4.477807	0.003275	0.017682
145	1.176974	0.326501	2.645351	0.002632	0.016224
146	1.241354	0.289443	2.832473	0.003521	0.016252
147	1.730446	0.297246	2.028482	0.002569	0.017597
148	1.231193	0.301334	3.315850	0.002221	0.015706
149	1.605221	0.335831	4.945977	0.002773	0.014535
150	1.269287	0.313451	3.471960	0.002836	0.017200
151	1.221739	0.352292	3.544261	0.002422	0.017086
152	1.154464	0.327038	1.492135	0.002812	0.017330
153	1.286957	0.339951	3.687120	0.002595	0.016422
154	0.991425	0.306360	2.094821	0.002787	0.015399
155	2.010147	0.345200	1.915452	0.002284	0.017925
156	1.303300	0.354610	3.070076	0.002371	0.014357
157	1.038586	0.355312	4.798043	0.003719	0.018655
158	1.011527	0.298812	1.743995	0.002461	0.015547
159	1.200303	0.333392	5.003039	0.002944	0.015872
160	1.325003	0.368339	3.870192	0.002958	0.015103
161	1.094521	0.342082	4.708188	0.003306	0.015060
162	1.568601	0.292414	5.341638	0.002630	0.017182
163	1.386487	0.322354	4.446429	0.003079	0.014033
164	1.539542	0.326339	1.602397	0.002485	0.019133
165	0.932643	0.373390	1.086027	0.003413	0.016187
166	1.171730	0.336895	3.371020	0.002768	0.017712
167	1.465792	0.326127	4.627985	0.003014	0.019336
168	1.621695	0.293487	5.868437	0.003379	0.013792
169	1.464083	0.365484	3.017627	0.002311	0.011880
170	1.329273	0.315389	2.261783	0.003232	0.018425
171	1.470600	0.349344	4.229612	0.002211	0.016364
172	1.439354	0.333651	2.430348	0.002740	0.017193
173	1.209843	0.326047	4.155548	0.002660	0.015081
174	1.441782	0.274464	3.164424	0.002129	0.016677
175	1.454405	0.360538	2.816981	0.003395	0.016314
176	1.298261	0.305918	2.945634	0.002608	0.016149
177	1.301340	0.344334	4.774651	0.003436	0.013821
178	1.695634	0.330317	4.089883	0.003199	0.017701
179	1.759372	0.344571	1.974776	0.002635	0.019082
180	1.378427	0.331041	3.825852	0.003473	0.016450
181	1.382447	0.306687	3.299901	0.003301	0.018567
182	1.339857	0.342181	1.677817	0.002529	0.015962
183	1.394456	0.329907	1.746962	0.002409	0.016332
184	1.498027	0.307887	1.793068	0.002650	0.017720
185	1.455043	0.320299	2.524007	0.002929	0.016017
186	1.396483	0.315396	2.324337	0.003292	0.017168
187	1.520625	0.310143	1.652435	0.002780	0.017496
188	1.365512	0.373990	2.596580	0.001966	0.017324
189	1.289507	0.319649	1.373979	0.002216	0.014122
190	1.308881	0.339999	2.707981	0.002133	0.019498
191	1.580899	0.349017	1.235217	0.003065	0.018075
192	1.322111	0.327117	3.490774	0.003046	0.017799
193	1.545459	0.337656	5.433990	0.002601	0.014212
194	1.669325	0.313287	1.976084	0.003901	0.013468
195	1.324334	0.324621	4.465405	0.003150	0.016064
196	1.706035	0.314761	4.049018	0.003033	0.017648
197	1.455979	0.386090	2.366859	0.002081	0.014051
198	1.227104	0.323811	1.220954	0.002839	0.019046
199	1.297925	0.339266	5.289504	0.003218	0.016368
200	1.695612	0.343810	1.634124	0.002382	0.010659
201	1.539531	0.358729	4.102135	0.002762	0.017215
202	1.394298	0.332535	1.418261	0.003237	0.018097
203	1.572869	0.350412	3.283038	0.002469	0.016108
204	1.559159	0.323394	4.096988	0.003047	0.016184
205	1.368297	0.325615	1.775677	0.002028	0.018700
206	1.676936	0.384902	5.878728	0.002842	0.014786
207	1.485068	0.305527	2.649825	0.003134	0.017451
208	1.417174	0.338010	5.103612	0.003085	0.017749
209	1.185351	0.322814	3.354370	0.002609	0.015894
210	1.612859	0.337088	2.558501	0.002924	0.016787
211	1.605408	0.335544	3.027830	0.003007	0.018591
212	1.639868	0.354376	4.918538	0.002955	0.016716
213	1.395781	0.331166	2.154916	0.002914	0.016025
214	1.335531	0.328387	3.553947	0.003575	0.016083
215	1.378086	0.355413	4.178129	0.003075	0.018715
216	1.602735	0.313028	6.780187	0.003380	0.019111
217	1.445976	0.343368	1.841825	0.002670	0.017336
218	1.587660	0.293263	2.961878	0.002627	0.018216
219	1.558863	0.343312	5.809251	0.002773	0.018505
220	1.529626	0.336069	7.647153	0.003135	0.016467
221	1.613191	0.319266	3.591597	0.002100	0.014026
222	1.268424	0.343427	2.146055	0.002526	0.017041
223	1.382407	0.348069	2.323561	0.002821	0.014577
224	1.393471	0.326830	8.929342	0.003283	0.012876
225	1.500644	0.312032	3.554459	0.002454	0.014515
226	1.173585	0.284490	3.208085	0.002805	0.016665
227	1.399957	0.381038	2.169953	0.002610	0.018751
228	1.306071	0.340537	2.594865	0.003231	0.016831
229	1.519922	0.388770	3.016577	0.002781	0.016856
230	1.524432	0.335906	3.308771	0.003262	0.013725
231	1.333034	0.302896	5.354885	0.003067	0.013790
232	1.311808	0.339513	1.891798	0.003089	0.019996
233	1.477162	0.362400	2.982351	0.002401	0.017901
234	1.394663	0.345264	5.023757	0.003677	0.012587
235	1.362298	0.342155	2.111962	0.003123	0.016552
236	1.611531	0.350490	5.517821	0.002800	0.017219
237	1.040112	0.356358	2.482621	0.002448	0.018279
238	1.444087	0.380192	3.361079	0.003306	0.017158
239	1.451592	0.366159	2.070772	0.003031	0.016278
240	1.607105	0.339130	3.512099	0.002775	0.017421
241	1.366712	0.360394	5.590985	0.003688	0.015420
242	1.364671	0.365615	2.154698	0.002616	0.017491
243	1.235268	0.332740	4.133456	0.002841	0.014929
244	1.680821	0.360976	4.224460	0.003312	0.015721
245	1.435464	0.331461	2.775168	0.002645	0.019449
246	1.472102	0.322942	2.656950	0.003122	0.017319
247	2.202011	0.376337	1.890214	0.002813	0.017379
248	1.205538	0.365181	1.292026	0.002394	0.018055
249	1.484894	0.314430	2.053795	0.002531	0.018251
250	1.724016	0.371066	3.990786	0.003060	0.013441
251	1.373159	0.355807	4.232104	0.003511	0.016896
252	1.515372	0.368369	1.393562	0.002731	0.019378
253	1.457009	0.377412	3.593287	0.002781	0.017092
254	1.361235	0.338337	5.398458	0.003164	0.015629
255	1.241769	0.332284	5.131580	0.003191	0.012631
256	1.171053	0.340893	3.516950	0.002941	0.019615
257	1.564165	0.379586	5.164599	0.003095	0.015666
258	1.639596	0.331263	1.255752	0.003224	0.018325
259	1.304738	0.323306	3.725983	0.003705	0.015191
260	1.744467	0.342884	4.565883	0.003130	0.014594
261	1.729999	0.356253	3.142699	0.002791	0.016631
262	1.259044	0.359318	3.213056	0.003229	0.016017
263	1.598630	0.373342	3.369314	0.002800	0.016743
264	1.714177	0.324783	4.221777	0.002327	0.017112
265	1.526712	0.338384	2.395331	0.002820	0.018362
266	1.266994	0.390280	4.490908	0.002423	0.015507
267	1.573670	0.358842	1.261592	0.002865	0.016226
268	1.421323	0.337388	3.953324	0.002485	0.016025
269	1.281082	0.335374	3.313384	0.003056	0.013554
270	1.357122	0.346060	2.436853	0.002633	0.015354
271	1.465508	0.346693	2.557990	0.003044	0.015868
272	1.416325	0.344028	5.497264	0.003051	0.017742
273	1.708579	0.386529	1.429202	0.002757	0.018838
274	1.402462	0.301388	2.021542	0.002017	0.019626
275	1.337034	0.348644	3.991987	0.002450	0.014594
276	1.575944	0.366618	4.664880	0.002785	0.015062
277	1.539590	0.327286	3.438057	0.002302	0.017881
278	1.478213	0.330549	2.751821	0.002866	0.017823
279	1.657473	0.341373	3.991294	0.002786	0.018496
280	1.506219	0.349973	3.538071	0.002407	0.017292
281	1.636629	0.354652	2.302542	0.003303	0.015849
282	1.270247	0.391657	6.106766	0.002976	0.016575
283	1.868044	0.391136	3.536374	0.002860	0.016579
284	1.507076	0.318838	4.508802	0.003156	0.018490
285	1.217064	0.385746	5.950699	0.002537	0.018666
286	1.718360	0.351257	1.543059	0.002274	0.016893
287	1.377075	0.358710	1.741537	0.002736	0.019759
288	1.633584	0.313596	2.657882	0.002565	0.018896
289	1.632295	0.314045	2.311630	0.002868	0.018049
290	1.648944	0.366664	5.168382	0.002665	0.015011
291	1.780240	0.346609	2.387308	0.002617	0.017957
292	0.982199	0.364588	3.532245	0.002683	0.013868
293	1.513280	0.358033	3.677897	0.002449	0.014120
294	1.297524	0.380001	5.319759	0.002790	0.016246
295	1.417715	0.345791	5.261528	0.003208	0.015188
296	1.539398	0.340805	4.153606	0.002406	0.016163
297	1.318310	0.355046	3.640379	0.002755	0.019096
298	1.507642	0.326604	5.428429	0.002756	0.013994
299	1.385762	0.364678	3.322312	0.002734	0.017499
300	1.264288	0.380084	4.859099	0.003187	0.016381
301	1.056621	0.370979	0.898869	0.002695	0.017735
302	1.351609	0.346601	3.696684	0.003167	0.016489
303	1.310563	0.337368	2.515364	0.002246	0.015436
304	1.544520	0.326982	3.179315	0.003124	0.016795
305	1.622117	0.324619	4.068966	0.002557	0.017074
306	1.550561	0.353751	3.499525	0.002039	0.018303
307	1.608277	0.329299	2.353976	0.003227	0.018163
308	1.197143	0.395646	1.872069	0.002672	0.017616
309	1.356163	0.301082	1.118365	0.003208	0.017477
310	1.627049	0.359036	4.734079	0.003056	0.015123
311	1.686110	0.392478	2.772250	0.002666	0.016452
312	1.547791	0.361885	6.053762	0.003259	0.014722
313	1.463065	0.349057	5.386667	0.002993	0.012656
314	1.467596	0.325649	1.249264	0.002531	0.016237
315	1.611685	0.345876	5.212309	0.002783	0.017233
316	1.664261	0.332437	1.313682	0.003182	0.017429
317	1.218019	0.379208	2.677107	0.002295	0.014338
318	1.540518	0.341622	3.599979	0.002623	0.016761
319	1.437728	0.343157	4.198989	0.002638	0.013202
320	1.212462	0.337028	2.678929	0.002201	0.016254
321	1.670155	0.330187	2.206291	0.002724	0.018904
322	1.669282	0.326219	6.155438	0.003596	0.017736
323	1.666862	0.367302	1.647441	0.002207	0.017729
324	1.635940	0.345070	3.672453	0.003304	0.013453
325	1.461389	0.341964	1.594146	0.002861	0.018483
326	1.198989	0.375761	3.633275	0.002923	0.018872
327	1.530785	0.304875	4.057736	0.003111	0.012486
328	1.165572	0.351649	5.492327	0.002712	0.018278
329	1.356060	0.397012	3.510794	0.002434	0.016660
330	1.390630	0.329516	3.157249	0.002665	0.018658
331	1.499896	0.360184	4.986802	0.002972	0.017585
332	1.540511	0.316226	5.601918	0.003340	0.014513
333	1.384981	0.361543	1.872376	0.003172	0.017789
334	1.414584	0.356332	1.309581	0.002599	0.019658
335	1.786155	0.351356	3.878090	0.003276	0.017795
336	1.422813	0.354674	2.825012	0.003375	0.019563
337	1.299769	0.371183	4.475800	0.002875	0.015720
338	1.618259	0.356957	3.598599	0.002371	0.015929
339	1.465601	0.303251	2.173481	0.002805	0.015642
340	1.659982	0.350528	2.015858	0.003236	0.018967
341	1.488646	0.367871	3.690684	0.002587	0.014145
342	1.584061	0.352522	4.360256	0.002245	0.018665
343	1.425253	0.373242	5.469255	0.002956	0.017757
344	1.429527	0.352733	2.898930	0.003014	0.019098
345	1.617860	0.344570	5.174808	0.002856	0.016106
346	1.700933	0.313568	1.887887	0.002274	0.018132
347	1.183891	0.372622	3.009643	0.002430	0.015830
348	1.383003	0.347328	2.622672	0.002713	0.014825
349	1.474118	0.347389	3.954926	0.002803	0.018520
350	1.916896	0.332101	1.746439	0.002371	0.016613
351	1.213127	0.351853	6.385927	0.003762	0.014938
352	1.366381	0.343502	1.822481	0.003147	0.017717
353	1.412665	0.356513	4.117184	0.002810	0.013614
354	1.343335	0.335228	1.794415	0.002890	0.016876
355	1.446274	0.364253	3.070774	0.003151	0.013379
356	2.468653	0.350483	3.768583	0.002631	0.017750
357	1.384005	0.355794	3.010966	0.002748	0.015356
358	1.449168	0.332647	4.252903	0.003167	0.018756
359	1.549018	0.342309	2.183903	0.002198	0.013569
360	1.498031	0.349338	1.427524	0.002538	0.016025
361	1.525908	0.330865	1.779933	0.002458	0.019884
362	1.581221	0.418641	3.399468	0.002921	0.015933
363	1.376256	0.317363	1.662697	0.001870	0.017793
364	1.552350	0.350994	3.374635	0.003731	0.018386
365	1.465820	0.322403	2.131861	0.002697	0.016560
366	1.899027	0.370975	2.121019	0.002130	0.016414
367	1.553459	0.333324	2.567368	0.002547	0.017999
368	1.484115	0.324496	5.794707	0.002994	0.013769
369	1.752497	0.347293	5.183472	0.003036	0.014723
370	1.447057	0.386625	2.120914	0.002783	0.017851
371	1.595988	0.343924	1.853982	0.003071	0.016964
372	1.668678	0.368873	3.071950	0.002489	0.018005
373	1.248345	0.376366	4.262929	0.002895	0.019036
374	1.308086	0.390102	3.140996	0.002920	0.016395
375	1.178295	0.352800	1.654269	0.002932	0.017286
376	1.386475	0.341349	4.029530	0.002695	0.019521
377	1.506248	0.349694	1.999703	0.002288	0.017047
378	1.329689	0.316039	4.330896	0.002692	0.015475
379	1.975194	0.380000	4.119273	0.002576	0.016611
380	1.776061	0.357351	3.444285	0.003139	0.018328
381	1.754898	0.330961	4.586003	0.002695	0.016369
382	1.363811	0.339929	2.354352	0.002120	0.018021
383	1.509898	0.361891	1.622299	0.002253	0.015814
384	1.459980	0.357461	2.513620	0.003110	0.017668
385	2.106218	0.375958	3.215611	0.002955	0.014052
386	1.773605	0.379063	2.812620	0.003252	0.017744
387	1.424090	0.332682	4.441118	0.003154	0.018775
388	1.616634	0.315680	6.440040	0.003309	0.014605
389	1.526715	0.344751	5.439031	0.002655	0.018042
390	1.628593	0.352542	7.662901	0.003363	0.013499
391	1.743384	0.338764	3.940776	0.002996	0.013585
392	1.781650	0.326101	5.470592	0.002477	0.017093
393	1.728062	0.334396	4.400850	0.003008	0.013737
394	1.510960	0.336299	5.451934	0.003035	0.016541
395	1.830602	0.331500	4.190194	0.003741	0.017783
396	1.443578	0.332764	2.366362	0.002992	0.015301
397	1.581405	0.304479	1.492241	0.003448	0.018596
398	1.424396	0.365378	4.414595	0.003302	0.016118
399	1.522060	0.327183	1.412364	0.002796	0.015172
400	1.390924	0.303209	4.436065	0.002475	0.019872
401	1.769165	0.345852	3.956103	0.002497	0.018731
402	1.620355	0.369741	2.597525	0.002788	0.017912
403	1.382143	0.347857	3.561450	0.003159	0.017364
404	1.339169	0.339128	2.062596	0.002875	0.018724
405	1.466779	0.342348	3.094425	0.002919	0.015541
406	1.538913	0.336565	1.079380	0.002556	0.015829
407	1.956257	0.376024	5.730993	0.003010	0.016272
408	1.036549	0.374690	3.697177	0.003499	0.015971
409	1.258504	0.299116	1.885195	0.002726	0.016986
410	1.487628	0.343197	1.856518	0.002457	0.019786
411	1.591096	0.340897	1.853426	0.002423	0.019169
412	1.695907	0.349295	1.745301	0.002773	0.013891
413	1.804182	0.365387	2.302340	0.003023	0.017334
414	1.694205	0.310366	2.215115	0.003345	0.013624
415	1.385824	0.384068	5.698114	0.003461	0.013588
416	1.848859	0.360880	2.115064	0.002750	0.019917
417	2.135048	0.371145	2.382747	0.003135	0.017961
418	1.537000	0.360654	1.998467	0.002362	0.019852
419	1.486355	0.365988	5.296915	0.003425	0.016595
420	1.391302	0.316154	5.880768	0.002741	0.015798
421	1.224178	0.343767	5.821595	0.003609	0.017469
422	1.857375	0.337586	3.288976	0.003322	0.017693
423	1.451858	0.380144	6.027152	0.003688	0.018246
424	1.266408	0.324059	2.598175	0.002916	0.015147
425	1.498901	0.357323	2.749132	0.002806	0.016283
426	1.639261	0.388184	6.169192	0.003475	0.014991
427	1.961739	0.368646	4.092430	0.003364	0.017565
428	1.340244	0.366567	2.107300	0.002446	0.019437
429	1.380685	0.350553	2.818379	0.002410	0.017310
430	1.537045	0.329083	5.265182	0.002984	0.017690
431	1.437956	0.322432	4.372212	0.003137	0.017267
432	1.582845	0.336459	2.965806	0.003070	0.013259
433	1.839823	0.344517	2.661658	0.001974	0.016686
434	1.479128	0.372245	3.343206	0.002903	0.015494
435	1.295008	0.357949	5.842795	0.003132	0.016802
436	1.372156	0.391459	3.616510	0.002970	0.013869
437	1.523406	0.343609	4.207757	0.003216	0.016400
438	1.691853	0.329182	2.735616	0.002761	0.015301
439	1.464789	0.352187	2.543672	0.002740	0.019914
440	1.510631	0.339434	2.710412	0.002616	0.016483
441	1.532164	0.375190	1.755515	0.002240	0.018435
442	1.365424	0.330638	4.221548	0.003264	0.016832
443	1.394084	0.380782	2.379042	0.002880	0.018005
444	1.286803	0.397021	2.558863	0.002822	0.017762
445	1.481181	0.323024	2.050228	0.002995	0.015148
446	1.744286	0.342683	3.804098	0.002969	0.017052
447	1.722530	0.349265	3.982263	0.002652	0.017844
448	1.883175	0.370804	6.018134	0.003377	0.014050
449	1.596789	0.307915	4.674760	0.002595	0.015635
450	1.563601	0.356307	3.737551	0.003087	0.018349
451	1.868370	0.352737	2.480684	0.002636	0.015541
452	1.609312	0.309771	4.147584	0.003299	0.018447
453	1.397611	0.385349	1.799316	0.002448	0.016368
454	1.623854	0.308375	4.960849	0.002829	0.016646
455	1.385808	0.368563	2.463693	0.002027	0.015579
456	1.941114	0.351790	3.005974	0.002357	0.017330
457	1.501645	0.375686	5.610311	0.003281	0.017342
458	1.439256	0.401702	5.031060	0.003318	0.017693
459	1.119582	0.359263	5.287584	0.003077	0.017247
460	1.413366	0.312456	5.243024	0.003036	0.019257
461	1.738120	0.311909	3.604123	0.002498	0.016911
462	1.536909	0.300872	3.329527	0.002896	0.015443
463	1.476807	0.317618	2.372714	0.003596	0.015163
464	1.526434	0.355608	3.021486	0.002464	0.014796
465	1.305476	0.306942	3.169334	0.003404	0.016244
466	1.181302	0.383414	3.432222	0.003041	0.013980
467	1.312498	0.372359	5.011813	0.002976	0.014607
468	1.707599	0.322420	5.314999	0.003138	0.013781
469	1.461224	0.368110	1.400593	0.002663	0.016321
470	1.513523	0.356812	1.938508	0.003088	0.014524
471	1.684775	0.330997	4.412299	0.003237	0.015723
472	1.116015	0.329702	2.685374	0.002442	0.018632
473	1.296746	0.361988	4.259705	0.003142	0.014807
474	1.521081	0.338720	2.453296	0.002108	0.016980
475	1.330198	0.416702	3.765429	0.002562	0.019206
476	1.126135	0.354083	3.893581	0.002544	0.013877
477	1.495627	0.369284	2.738413	0.002501	0.018801
478	1.546312	0.310256	1.968831	0.002415	0.018040
479	1.794779	0.354292	3.831805	0.002608	0.016244
480	1.254875	0.360470	1.674622	0.003182	0.015857
481	1.573766	0.391787	3.997689	0.002264	0.017533
482	1.629493	0.359591	5.466991	0.002512	0.016990
483	1.553888	0.361058	1.651927	0.002190	0.017526
484	1.702376	0.319737	5.187106	0.002885	0.015610
485	1.708715	0.289975	1.906842	0.002588	0.015976
486	1.313024	0.344742	7.303765	0.002608	0.014878
487	1.557673	0.332933	4.837393	0.003548	0.017121
